5,8,1,7月2日,0,6月24日,
3,4,1,7月1日,0,6月23日,
35,14,3,6月30日,0,6月22日,
18,12,5,6月30日,0,6月21日,
24,5,5,6月30日,0,6月20日,
214,60,7,6月30日,0,6月19日,
17,4,2,6月30日,0,6月18日,
9,1,1,6月29日,0,6月17日,
24,7,3,6月29日,0,6月16日,
2,0,1,6月29日,0,6月15日,
9,8,1,6月28日,1552,6月14日,
8,2,0,6月28日,1471,6月13日,
8,1,1,6月28日,0,6月12日,
1045,397,1467,6月28日,0,6月11日,
5,4,3,6月27日,0,6月10日,
6,1,1,6月27日,0,6月9日,
7,20,4,6月26日,0,6月8日,
9,8,1,6月26日,2529,6月7日,
5,7,2,6月26日,2848,6月6日,
12,3,1,6月26日,5091,6月5日,
4,5,1,6月25日,0,6月4日,
16,7,4,6月25日,0,6月3日,
7,5,1,6月22日,0,6月2日,
7,5,1,6月22日,0,6月1日,
7,7,1,6月22日,0,5月31日,
4,1,1,6月22日,0,5月30日,
151,224,123,6月21日,0,5月29日,
10,10,1,6月21日,0,5月28日,
11,5,3,6月21日,0,5月27日,
8,4,2,6月21日,0,5月26日,
5,8,2,6月21日,0,5月25日,
7,3,1,6月20日,1737,5月24日,
37,23,4,6月15日,0,5月23日,
13,4,1,6月15日,0,5月22日,
13,3,1,6月14日,0,5月21日,
6,4,1,6月14日,0,5月20日,
7,2,2,6月14日,0,5月19日,
569,1692,1552,6月14日,0,5月18日,
9,10,1,6月14日,0,5月17日,
6,4,1,6月14日,0,5月16日,
15,1,2,6月14日,0,5月15日,
670,272,1471,6月13日,0,5月14日,
13,4,0,6月13日,0,5月13日,
43,101,18,6月8日,0,5月12日,
2,1,4,6月7日,502,5月11日,
8,3,2,6月7日,0,5月10日,
24,19,7,6月7日,0,5月9日,
69,21,5,6月7日,0,5月8日,
92,115,2529,6月7日,0,5月7日,
4,4,3,6月7日,0,5月6日,
1,1,1,6月7日,0,5月5日,
7,9,3,6月6日,0,5月4日,
2424,807,2848,6月6日,5782,5月3日,
5,3,1,6月5日,0,5月2日,
351,1150,5091,6月5日,0,5月1日,
5,3,3,6月4日,0,4月30日,
28,287,37,6月4日,0,4月29日,
6,7,2,6月4日,0,4月28日,
3,15,2,6月2日,0,4月27日,
6,6,1,6月1日,0,4月26日,
6,3,1,6月1日,0,4月25日,
7,2,0,6月1日,0,4月24日,
3,9,1,5月30日,0,4月23日,
3,9,1,5月30日,0,4月22日,
31,25,9,5月28日,0,4月21日,
8,13,0,5月28日,109,4月20日,
14,14,0,5月25日,0,4月19日,
4,3,0,5月25日,0,4月18日,
17,13,1,5月25日,0,4月17日,
9,20,6,5月25日,0,4月16日,
0,2,0,5月25日,0,4月15日,
3,5,0,5月25日,0,4月14日,
19,30,16,5月24日,0,4月13日,
11,3,3,5月24日,21377,4月12日,
18,30,9,5月24日,0,4月11日,
18,140,1737,5月24日,0,4月10日,
18,17,8,5月23日,2129,4月9日,
9,31,0,5月21日,0,4月8日,
19,12,3,5月20日,0,4月7日,
10,4,1,5月20日,0,4月6日,
9,6,0,5月18日,1399,4月5日,
3,5,1,5月18日,0,4月4日,
3,5,1,5月18日,0,4月3日,
15,5,2,5月17日,2749,4月2日,
14,8,1,5月16日,0,4月1日,
6,9,1,5月16日,0,3月31日,
12,27,3,5月14日,0,3月30日,
12,11,1,5月12日,0,3月29日,
4,6,1,5月11日,3102,3月28日,
117,171,502,5月11日,39763,3月27日,
5,4,0,5月10日,0,3月26日,
14,9,1,5月10日,0,3月25日,
4,53,4,5月9日,0,3月24日,
4,53,4,5月9日,0,3月23日,
39,56,27,5月7日,0,3月22日,
11,18,1,5月7日,1199,3月21日,
20,60,11,5月5日,0,3月20日,
14,8,7,5月4日,0,3月19日,
6,6,4,5月4日,0,3月18日,
2697,896,5782,5月3日,0,3月17日,
73,24,2,5月1日,0,3月16日,
9,8,2,4月28日,0,3月15日,
4,5,1,4月26日,3282,3月14日,
7,9,3,4月26日,0,3月13日,
8,3,1,4月26日,0,3月12日,
5,6,1,4月26日,0,3月11日,
27,16,1,4月24日,0,3月10日,
13,10,1,4月20日,0,3月9日,
7,4,1,4月20日,1088,3月8日,
28,55,20,4月20日,33977,3月7日,
67,115,109,4月20日,0,3月6日,
8,11,0,4月18日,0,3月5日,
2,4,1,4月18日,0,3月4日,
10,4,1,4月17日,0,3月3日,
13,10,6,4月16日,0,3月2日,
1943,750,21377,4月12日,0,3月1日,
11,16,0,4月11日,0,2月28日,
11,19,1,4月10日,0,2月27日,
13,83,27,4月10日,0,2月26日,
17,10,3,4月9日,1768,2月25日,
3116,762,2129,4月9日,0,2月24日,
570,162,1399,4月5日,2325,2月23日,
47,12,2,4月5日,0,2月22日,
13,102,51,4月4日,0,2月21日,
12,13,0,4月4日,0,2月20日,
15,3,1,4月4日,0,2月19日,
19,7,1,4月4日,0,2月18日,
1636,830,2749,4月2日,0,2月17日,
19,38,2,4月2日,0,2月16日,
28,14,1,4月1日,12355,2月15日,
16,5,4,3月31日,0,2月14日,
32,57,12,3月28日,29950,2月13日,
1505,3604,3102,3月28日,0,2月12日,
3,5,1,3月28日,0,2月11日,
376,61,29,3月27日,0,2月10日,
5777,1168,39763,3月27日,0,2月9日,
1385,314,1630,3月27日,0,2月8日,
12,8,2,3月26日,0,2月7日,
20,6,4,3月25日,0,2月6日,
35,11,3,3月24日,8349,2月5日,
15,5,1,3月21日,0,2月4日,
14,11,2,3月21日,0,2月3日,
9,3,1,3月21日,0,2月2日,
7,3,0,3月21日,14532,2月1日,
15,14,2,3月21日,0,1月31日,
76,145,1199,3月21日,0,1月30日,
5,5,0,3月20日,0,1月29日,
16,9,0,3月20日,0,1月28日,
10,7,0,3月20日,0,1月27日,
18,12,3,3月18日,0,1月26日,
8,5,2,3月18日,0,1月25日,
8,3,2,3月15日,0,1月24日,
6,3,1,3月15日,0,1月23日,
13,18,4,3月14日,0,1月22日,
655,238,1388,3月14日,0,1月21日,
17,54,4,3月14日,0,1月20日,
15,1,2,3月14日,0,1月19日,
1903,664,3282,3月14日,0,1月18日,
23,23,2,3月8日,0,1月17日,
67,180,1088,3月8日,0,1月16日,
12,6,3,3月8日,0,1月15日,
17,8,2,3月8日,0,1月14日,
6,15,1,3月8日,0,1月13日,
2396,521,33977,3月7日,0,1月12日,
18,33,6,3月5日,0,1月11日,
57,12,2,3月5日,0,1月10日,
20,18,3,3月2日,14532,1月9日,
20,15,4,3月2日,0,1月8日,
80,27,2,3月2日,0,1月7日,
10,12,3,3月2日,0,1月6日,
7,5,0,3月1日,0,1月5日,
7,6,3,3月1日,0,1月4日,
11,3,1,2月28日,0,1月3日,
1524,641,1768,2月25日,0,1月2日,
75,19,3,2月25日,0,1月1日,
153,68,2325,2月23日,,,
20,12,3,2月22日,,,
16,50,16,2月20日,,,
6732,2080,12355,2月15日,,,
4407,2070,9997,2月15日,,,
54,17,3,2月15日,,,
1936,984,2600,2月13日,,,
3485,1590,29950,2月13日,,,
2444,844,2121,2月13日,,,
30,28,3,2月11日,,,
22,31,1,2月11日,,,
30,15,2,2月9日,,,
48,94,5,2月8日,,,
28,11,5,2月8日,,,
44,18,6,2月7日,,,
30,20,38,2月7日,,,
51,23,4,2月5日,,,
4325,1063,8349,2月5日,,,
32,81,24,2月5日,,,
51,17,5,2月4日,,,
33,19,2,2月2日,,,
40,17,6,2月2日,,,
28,26,5,2月2日,,,
7,3,1,2月2日,,,
34,4,1,2月1日,,,
40,13,9,2月1日,,,
18,11,1,2月1日,,,
57,20,28,2月1日,,,
2669,5182,14532,2月1日,,,
29,20,9,1月30日,,,
22,11,1,1月29日,,,
18,37,2,1月27日,,,
27,16,2,1月27日,,,
18,17,3,1月26日,,,
9,7,1,1月26日,,,
25,13,2,1月25日,,,
113,61,83,1月25日,,,
26,9,2,1月24日,,,
57,20,26,1月24日,,,
54,14,6,1月18日,,,
11,25,0,1月18日,,,
22,7,2,1月16日,,,
26,24,2,1月15日,,,
43,29,4,1月12日,,,
41,31,2,1月10日,,,
7126,1060,3665,1月9日,,,
86,93,22,1月9日,,,
58,35,5,1月8日,,,
44,9,2,1月7日,,,
36,18,4,1月5日,,,
42,16,2,1月4日,,,
,,,,,,
,,,,,,
,,,,,,
